"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT05","WT07","WT08","WT09","WT13","WT14","WT16","WT21"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-05","9.62",,,"0.00",,,"62","67","59","  280","  260",,"21.0","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-06","12.30",,,"0.00",,,"61","67","58","  270","  270",,"23.0","27.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-07","8.05",,,"0.00",,,"61","66","58","  260","  250",,"15.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-08","8.50",,,"0.00",,,"62","65","59","  260","  270",,"15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-09","6.04",,,"0.00",,,"61","64","60","  270","  230",,"13.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-10","5.14",,,"0.00",,,"63","71","60","  280","  290",,"15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-11","8.05",,,"0.00",,,"64","72","59","  240","  260",,"19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-12","7.16",,,"0.00",,,"65","73","57","  260","  250",,"17.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-13","7.38",,,"0.00",,,"64","68","61","  270","  270",,"15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-14","8.28",,,"0.00",,,"64","68","60","  260","  250",,"17.0","21.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-15","7.83",,,"0.00",,,"62","67","61","  260","  260",,"19.9","21.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-16","17.22",,,"0.29",,,"62","68","58","  260","  260",,"35.1","40.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-17","10.51",,,"0.00",,,"62","68","55","  270","  270",,"25.9","29.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-18","9.40",,,"0.00",,,"62","70","54","  260","  270",,"21.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-19","11.18",,,"0.27",,,"58","64","52","  270","  280",,"21.0","25.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-20","12.97",,,"0.00",,,"60","67","55","  270","  240",,"23.0","29.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-21","10.96",,,"0.00",,,"60","66","59","  260","  260",,"30.0","36.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-22","10.96",,,"0.09",,,"61","67","56","  270","  280",,"25.1","29.1",,,"    1",,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-23","7.83",,,"0.00",,,"60","65","55","  250","  220",,"15.0","19.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-24","9.62",,,"0.00",,,"61","68","55","  260","  280",,"23.0","27.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-25","8.05",,,"0.00",,,"61","67","56","  250","  250",,"17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-26","10.29",,,"0.08",,,"60","62","55","  270","  280",,"21.9","27.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-27","7.61",,,"0.00",,,"58","66","50","  260","  290",,"18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-28","7.61",,,"0.00",,,"60","67","53","  260","  270",,"16.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-29","7.83",,,"0.00",,,"63","69","56","  280","  250",,"17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-30","6.49",,,"0.00",,,"62","68","58","  270","  260",,"15.0","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-05-31","6.93",,,"0.00",,,"61","67","59","  260","  260",,"16.1","21.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-01","8.05",,,"0.00",,,"62","66","59","  270","  260",,"15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-02","8.28",,,"0.00",,,"62","67","60","  260","  240",,"16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-03","8.28",,,"0.00",,,"63","69","59","  270","  270",,"17.0","25.1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-04","6.71",,,"0.00",,,"62","69","60","  250","  250",,"16.1","19.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-05","6.04",,,"0.00",,,"64","70","60","  280","  260",,"14.1","19.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-06","7.61",,,"0.00",,,"63","69","60","  250","  260",,"16.1","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-07","8.05",,,"0.00",,,"64","69","61","  270","  270",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-08","7.38",,,"0.00",,,"65","72","62","  260","  250",,"15.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-09","7.83",,,"0.00",,,"66","72","61","  250","  290",,"17.0","21.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-10","7.61",,,"0.00",,,"67","80","62","  260","  250",,"18.1","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-11","6.93",,,"0.00",,,"68","76","63","  260","  260",,"15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-12","8.50",,,"0.00",,,"68","72","61","  270","  270",,"17.0","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-13","8.28",,,"0.00",,,"63","69","61","  280","  240",,"17.0","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-14","8.05",,,"0.00",,,"64","70","62","  280","  260",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-15","8.28",,,"0.00",,,"65","72","63","  270","  270",,"18.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-16","8.05",,,"0.00",,,"65","70","63","  270","  270",,"17.0","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-17","6.71",,,"0.00",,,"64","70","62","  260","  250",,"13.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-18","7.38",,,"0.00",,,"65","71","63","  250","  260",,"14.1","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-19","8.50",,,"0.00",,,"67","72","64","  260","  260",,"18.1","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-20","7.83",,,"0.00",,,"66","70","64","  280","  250",,"13.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-21","8.05",,,"0.00",,,"65","70","62","  280","  290",,"14.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-22","12.08",,,"0.00",,,"66","72","62","  270","  270",,"19.9","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-23","9.17",,,"0.00",,,"66","71","61","  270","  270",,"18.1","23.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-24","6.26",,,"0.00",,,"63","69","61","  260","  270",,"14.1","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-25","8.05",,,"0.00",,,"64","68","63","  250","  220",,"15.0","19.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-26","9.84",,,"0.00",,,"64","70","61","  270","  240",,"17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-27","7.61",,,"0.00",,,"65","72","62","  270","  260",,"18.1","21.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-28","7.83",,,"0.00",,,"67","73","63","  260","  220",,"17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-29","7.16",,,"0.00",,,"68","78","62","  260","  250",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-06-30","8.50",,,"0.00",,,"69","78","64","  250","  240",,"18.1","23.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-01","7.61",,,"0.00",,,"69","75","63","  250","  240",,"16.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-02","7.83",,,"0.00",,,"69","75","62","  260",,,"17.0",,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-03","8.72",,,"0.00",,,"69","75","64","  270","  240",,"17.0","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-04","8.72",,,"0.00",,,"68","74","63","  270","  270",,"18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-05","7.61",,,"0.00",,,"67","74","62","  250","  240",,"16.1","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-06","7.61",,,"0.00",,,"67","72","63","  250","  280",,"16.1","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-07","7.38",,,"0.00",,,"66","72","64","  250","  240",,"15.0","19.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-08","8.50",,,"0.00",,,"68","74","64","  270","  270",,"16.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-09","9.40",,,"0.00",,,"68","75","63","  260","  260",,"19.9","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-10","8.05",,,"0.00",,,"67","72","63","  250","  230",,"17.0","29.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-11","7.61",,,"0.00",,,"68","74","64","  250","  260",,"17.0","23.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-12","7.38",,,"0.00",,,"68","75","64","  270","  260",,"16.1","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-13","6.49",,,"0.00",,,"68","75","64","  250","  250",,"13.0","23.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-14","7.61",,,"0.00",,,"67","73","63","  270","  260",,"18.1","23.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-15","6.26",,,"0.00",,,"66","72","63","  260","  260",,"15.0","18.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-16","6.71",,,"0.00",,,"66","73","62","  280","  290",,"15.0","19.0","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-17","8.05",," 1216","0.00",,,"68","74","64","  260","  260",,"15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-18","8.28",," 1144","0.00",,,"69","73","62","  270","  280",,"17.0","25.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-19","8.95",," 1526","0.00",,,"66","73","62","  270","  280",,"17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-20","9.40",," 1640","0.00",,,"68","74","64","  250","  260",,"19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-21","10.07",," 1526","0.00",,,"67","72","63","  270","  270",,"19.9","25.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-22","7.38",," 1555","0.00",,,"67","75","63","  260","  260",,"15.0","19.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-23","8.28",," 1618","0.05",,,"70","80","64","  270","  260",,"18.1","21.9","    1",,"    1",,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-24","6.93",," 1518","0.00",,,"73","83","67","  260","  270",,"18.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-25","7.61",," 1526","0.00",,,"75","87","70","  270","  260",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-26","7.61",," 1634","0.00",,,"74","80","69","  250","  260",,"17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-27","7.61",," 1325","0.00",,,"71","79","66","  260","  280",,"16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-28","7.61",," 1249","0.00",,,"69","73","64","  270","  260",,"15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-29","6.93",," 1450","0.00",,,"67","73","63","  280","  260",,"16.1","19.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-30","7.83",," 1433","0.00",,,"68","74","63","  270","  280",,"17.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-07-31","8.50",," 1145","0.00",,,"68","74","64","  270","  260",,"17.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-01","8.50",,,"0.00",,,"67","72","63","  260","  260",,"19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-02","6.93",,,"0.00",,,"68","75","62","  260","  280",,"16.1","19.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-03","7.83",,,"0.00",,,"69","74","64","  260","  240",,"15.0","19.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-04","6.71",,,"0.00",,,"68","74","63","  270","  280",,"15.0","19.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-05","8.95",,,"0.00",,,"66","71","62","  260","  270",,"21.0","27.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-06","8.50",,,"0.00",,,"67","73","63","  260","  250",,"19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-07","7.16",,,"0.00",,,"67","73","61","  270","  250",,"17.0","21.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-08","7.16",,,"0.00",,,"64","69","61","  270","  260",,"16.1","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-09","6.71",,,"0.00",,,"65","72","60","  270","  270",,"17.0","23.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-10","7.61",,,"0.00",,,"66","73","61","  250","  270",,"17.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-11","7.61",,,"0.00",,,"67","74","62","  240","  210",,"17.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-12","6.71",,,"0.00",,,"66","73","62","  270","  280",,"15.0","18.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-13","7.16",,,"0.00",,,"66","71","61","  250","  240",,"16.1","21.0","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-14","8.50",,,"0.00",,,"65","74","61","  270","  240",,"15.0","19.9","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-15","8.28",,,"0.00",,,"67","75","62","  260","  260",,"18.1","21.9","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-16","6.93",,,"0.00",,,"68","75","64","  240","  240",,"14.1","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-17","7.83",,,"0.00",,,"69","76","66","  260","  260",,"16.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-18","8.50",,,"0.00",,,"70","76","66","  270","  260",,"17.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-19","7.61",,,"0.00",,,"70","77","66","  280","  280",,"19.9","25.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-20","7.61",,,"0.00",,,"71","78","65","  270","  270",,"18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-21","6.93",,,"0.00",,,"73","80","61","  270","  250",,"15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-22","7.61",,,"0.00",,,"73","80","67","  250","  240",,"14.1","18.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-23","6.93",,,"0.00",,,"72","83","67","  260","  160",,"16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-24","7.61",,,"0.00",,,"73","80","68","  280","  270",,"16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-25","6.71",,,"0.00",,,"73","80","68","  270","  260",,"16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-26","7.16",,,"0.00",,,"74","85","69","  260","  270",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-27","7.16",,,"0.00",,,"74","80","70","  270","  250",,"15.0","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-28","8.05",,,"0.00",,,"74","80","70","  270","  260",,"15.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-29","8.28",,,"0.00",,,"73","80","69","  270","  270",,"18.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-30","6.71",,,"0.00",,,"76","82","70","  260","  280",,"17.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-08-31","7.16",,,"0.00",,,"74","80","69","  270","  280",,"16.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-01","5.82",,,"0.00",,,"73","78","68","  270","  270",,"15.0","19.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-02","6.49",,,"0.00",,,"75","93","69","  260","  270",,"17.0","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-03","7.61",,,"0.00",,,"75","84","69","  260","  250",,"17.0","19.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-04","7.83",,,"0.00",,,"77","86","72","  260","  230",,"18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-05","7.61",,,"0.00",,,"77","87","71","  260","  270",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-06","7.61",,,"0.00",,,"77","84","71","  260","  250",,"19.9","25.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-07","8.50",,,"0.00",,,"76","83","66","  260","  260",,"25.1","29.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-08","5.82",,,"0.00",,,"71","78","65","  250","  230",,"17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-09","6.93",,,"0.00",,,"72","79","66","  270","  250",,"17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-10","8.72",,,"0.00",,,"72","78","69","  250","  240",,"18.1","23.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-11","9.17",,,"0.00",,,"71","78","66","  270","  250",,"18.1","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-12","6.71",,,"0.00",,,"72","79","67","  260","  260",,"18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-13","7.83",,,"0.00",,,"73","81","68","  260","  270",,"17.0","19.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-14","6.93",,,"0.00",,,"76","85","68","  260","  260",,"14.1","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-15","6.49",,,"0.00",,,"73","81","68","  250","  260",,"16.1","19.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-16","6.26",,,"0.00",,,"71","78","67","  270","  260",,"16.1","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-17","7.61",,,"0.00",,,"72","79","66","  260","  250",,"16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-18","7.61",,,"0.00",,,"72","78","65","  270","  270",,"16.1","19.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-19","8.05",,,"0.00",,,"71","78","65","  260","  270",,"18.1","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-20","7.16",,,"0.00",,,"70","77","64","  270","  230",,"18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-21","6.93",,,"0.00",,,"72","81","65","  250","  260",,"17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-22","5.82",,,"0.00",,,"74","89","68","  270","  260",,"15.0","19.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-23","6.49",,,"0.00",,,"72","79","67","  260","  260",,"15.0","19.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-24","6.71",,,"0.00",,,"70","77","66","  250","  270",,"21.0","23.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-25","8.28",,,"0.00",,,"73","85","66","  100","  160",,"14.1","23.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-26","7.61",,,"0.00",,,"73","78","70","  260","  240",,"14.1","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-27","8.72",,,"0.00",,,"71","75","68","  250","  280",,"15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-28","8.72",,,"0.00",,,"69","72","64","  260","  280",,"18.1","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-29","8.05",,,"0.00",,,"67","73","58","  270","  250",,"17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-09-30","8.28",,,"0.00",,,"66","73","57","  260","  280",,"21.9","27.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-10-01","8.05",,,"0.00",,,"67","75","59","  270","  210",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-10-02","6.93",,,"0.00",,,"66","73","54","  260","  260",,"16.1","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2019-10-03","5.82",,,"0.00",,,"64","72","54","  250",,,"13.0",,,,,,,,,,,,
